SEZNAM ŽENSKÝCH JMEN,,,,,,,,,,,
,,,,ROKSOLANA,,SHIRIN,,,,,
,,,,ROLANDA,,SHIRLEY,,,,,
,,,,ROMANA,,SHOSHANA,,,,,
,,,,ROMANKA,,SHUANET,,,,,
,,,,ROMI,,SIBEL,,,,,
,,,,ROMINA,,SIBYLA,,,,,
,,,,ROMY,,SIDONIA,,,,,
,,,,RONA,,SIDÓNIA,,,,,
,,,,ROŇA,,SIDONIE,,,,,
,,,,RÓNA,,SIDRA,,,,,
,,,,RONI,,SIEGLINDA,,,,,
,,,,RONIA,,SIEGLINDE,,,,,
,,,,RONIT,,SIEGRID,,,,,
,,,,RONJA,,SIENNA,,,,,
,,,,ROOS,,SIERRA,,,,,
,,,,ROOSA,,SIGAL,,,,,
,,,,ROSA,,SIGOURNEY,,,,,
,,,,ROSABELLE,,SIGRID,,,,,
,,,,ROSALI,,SILVA,,,,,
,,,,ROSALIA,,SILVANA,,,,,
,,,,ROSALIE,,SILVESTRA,,,,,
,,,,ROSÁLIE,,SILVIA,,,,,
,,,,ROSALINDA,,SILVIE,,,,,
,,,,ROSALINE,,SILVIJA,,,,,
,,,,ROSANA,,SIMDŽONG,,,,,
,,,,ROSANNA,,SIMEONA,,,,,
,,,,ROSARIA,,SIMONA,,,,,
,,,,ROSARIE,,SIMONETA,,,,,
,,,,ROSE,,SIMONETTA,,,,,
,,,,ROSELINE,,SIMONNE,,,,,
,,,,ROSEMARIE,,SINDY,,,,,
,,,,ROSEMARY,,SINIKA,,,,,
,,,,ROSICA,,SINTHIA,,,,,
,,,,ROSIE,,SIRIA,,,,,
,,,,ROSINA,,SIRMA,,,,,
,,,,ROSITA,,SISA,,,,,
,,,,ROSMARIE,,SISI,,,,,
,,,,ROSMARINA,,SISSI,,,,,
,,,,ROSTISLAVA,,SISTINE,,,,,
,,,,ROSVITA,,SÍTA,,,,,
,,,,ROSWITA,,SKARLET,,,,,
,,,,ROSWITHA,,SKARLETA,,,,,
,,,,ROSY,,SKYLA,,,,,
,,,,ROTRAUT,,SKYLAR,,,,,
,,,,ROXANA,,SLAVĚNA,,,,,
,,,,ROXANE,,SLAVICA,,,,,
,,,,ROXANNE,,SLÁVINKA,,,,,
,,,,ROXOLANA,,SLAVKA,,,,,
,,,,ROZA,,SLÁVKA,,,,,
,,,,RÓZA,,SLAVOMILA,,,,,
,,,,ROZALI,,SLAVOMÍRA,,,,,
,,,,ROZALIA,,SLOBODANKA,,,,,
,,,,ROZÁLIA,,SNEŽANA,,,,,
,,,,ROZALIE,,SNĚŽANA,,,,,
,,,,ROZÁLIE,,SNĚŽENKA,,,,,
,,,,ROZÁRA,,SNEŽKA,,,,,
,,,,ROZARIA,,SNIZHANA,,,,,
,,,,ROZARIE,,SNIŽANA,,,,,
,,,,ROZÁRIE,,SNJEŽANA,,,,,
,,,,ROZÁRKA,,SOBĚSLAVA,,,,,
,,,,ROZI,,SOFFIA,,,,,
,,,,RÓZI ,,SOFFIE,,,,,
,,,,ROZINA,,SOFI,,,,,
,,,,ROZITA,,SOFIA,,,,,
,,,,ROZMARINA,,SOFÍA,,,,,
,,,,ROZVITA,,SOFIE,,,,,
,,,,ROZZIE,,SOFIE ANNA,,,,,
,,,,RUBIA,,SOFIENE,,,,,
,,,,RUBIANA,,SOFIJA,,,,,
,,,,RUBINA,,SOFIYA,,,,,
,,,,RUBYA,,SOFJA,,,,,
,,,,RUDOLFA,,SOFYA,,,,,
,,,,RUDOLFINA,,SOILE,,,,,
,,,,RUDOLFÍNA,,SOJOUD,,,,,
,,,,RUDY,,SÓL,,,,,
,,,,RUE,,SOLANA,,,,,
,,,,RUFINA,,SOLANGE,,,,,
,,,,RUKEN,,SOLARIS,,,,,
,,,,RUKHSAR,,SOLLA,,,,,
,,,,RUMENA,,SOLOMIA,,,,,
,,,,RUMJANA,,SOLOMIJA,,,,,
,,,,RUSLANA,,SOLONGO,,,,,
,,,,RUT,,SOLUNN,,,,,
,,,,RÚT,,SOŇA,,,,,
,,,,RUTA,,SONIA,,,,,
,,,,RUTH,,SONJA,,,,,
,,,,RUZANNA,,SOŇJA,,,,,
,,,,RUŽENA,,SONYA,,,,,
,,,,RŮŽENA,,SOPHIA,,,,,
,,,,RŮŽENKA,,SOPHIE,,,,,
,,,,RYBANA,,SOPHIELLA,,,,,
,,,,RYM,,SOPHORA,,,,,
,,,,RYMA,,SOPHY,,,,,
,,,,,,SORA,,,,,
,,,,,,SORAYA,,,,,
,,,,,,SORIA,,,,,
,,,,,,SORYA,,,,,
,,,,,,SOTIRA,,,,,
,,,,,,SOVIA,,,,,
,,,,,,SOWIA,,,,,
,,,,,,STACEY,,,,,
,,,,,,STAMATIA,,,,,
,,,,,,STANA,,,,,
,,,,,,STÁŇA,,,,,
,,,,,,STANIKA,,,,,
,,,,,,STANISLAVA,,,,,
,,,,,,STANISLAWA,,,,,
,,,,,,STANISŁAWA,,,,,
,,,,,,STASY,,,,,
,,,,,,STAŠA,,,,,
,,,,,,STÁŠA,,,,,
,,,,,,STAVRULA,,,,,
,,,,,,STÁZA,,,,,
,,,,,,STEFANI,,,,,
,,,,,,STEFANIA,,,,,
,,,,,,STEFÁNIA,,,,,
,,,,,,STEFANIE,,,,,
,,,,,,STEFANIJA,,,,,
,,,,,,STEFANY,,,,,
,,,,,,STEFFANY,,,,,
,,,,,,STEFKA,,,,,
,,,,,,STELA,,,,,
,,,,,,STELLA,,,,,
,,,,,,STELLY,,,,,
,,,,,,STEPHANIE,,,,,
,,,,,,STÉPHANIE,,,,,
,,,,,,STEPHANY,,,,,
,,,,,,STERIANI,,,,,
,,,,,,STINA,,,,,
,,,,,,STOJANKA,,,,,
,,,,,,STORMI,,,,,
,,,,,,SUDARSHANA,,,,,
,,,,,,SUELLA,,,,,
,,,,,,SUGAR,,,,,
,,,,,,SULA,,,,,
,,,,,,SULFIA,,,,,
,,,,,,SULTANA,,,,,
,,,,,,SUMITRA,,,,,
,,,,,,SUNČICA,,,,,
,,,,,,SUNEE,,,,,
,,,,,,SURIA,,,,,
,,,,,,SURIANI,,,,,
,,,,,,SURYA,,,,,
,,,,,,SUSAN,,,,,
,,,,,,SUSANA,,,,,
,,,,,,SUSANNA,,,,,
,,,,,,SUSANNE,,,,,
,,,,,,SUZAN,,,,,
,,,,,,SUZANA,,,,,
,,,,,,SUZANNA,,,,,
,,,,,,SUZANNE,,,,,
,,,,,,SVATA,,,,,
,,,,,,SVATAVA,,,,,
,,,,,,SVATOMÍRA,,,,,
,,,,,,SVATOSLAVA,,,,,
,,,,,,SVATUŠE,,,,,
,,,,,,SVATUŠKA,,,,,
,,,,,,SVENJA,,,,,
,,,,,,SVĚTLA,,,,,
,,,,,,SVETLANA,,,,,
,,,,,,SVĚTLANA,,,,,
,,,,,,SVĚTLUŠE,,,,,
,,,,,,SVĚTLUŠKA,,,,,
,,,,,,SVĚTOSLAVA,,,,,
,,,,,,SVIATLANA,,,,,
,,,,,,SVITLANA,,,,,
,,,,,,SVJETLANA,,,,,
,,,,,,SYLVA,,,,,
,,,,,,SYLVANA,,,,,
,,,,,,SYLVESTRA,,,,,
,,,,,,SYLVIA,,,,,
,,,,,,SYLVINA,,,,,
,,,,,,SYLWIA,,,,,
,,,,,,SYNTHIA,,,,,
,,,,,,SYRMO,,,,,
,,,,,,SYUZANNA,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
